,Title,Description,Published_date,views,likes,comments,ids
41,Buying Home - Emotional vs Financial Decision #financewithsharan #shorts,"Emotional vs financial decision ⚖️

YOU’RE DOING MONEY ALL WRONG, and 

@iamradhikagupta is here to tell you why!

She shared some deep secrets 👀 
- From 6K to 1.3L crores: No she didn’t have any Aladdin ka chiraag 
- The face-off: Stocks vs. Mutual Funds. Who wins? 
- Buying a house: Yes, no, maybe? Radhika has the answer! 
- Sneak peek into Radhika’s investment portfolio (Spoiler: It’s not just stocks!) 
- Plus, life advice that doesn’t suck! 

Curious? You should be! 

Check out the FULL VIDEO on my YouTube channel. 

➡️ The link is in my bio !!

[]

#financewithsharan",2024-04-23,553265,14178,127,_YzB0zwCVIQ
42,Asking a Multi-Millionaire for Investment Advice,"Register for my Retire Early Masterclass: https://bit.ly/4a17Mkp 


Join The 1% Club: https://bit.ly/4aJAWFD 



—-

The 1% Club:
Instagram: https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR
Linkedin: https://www.linkedin.com/school/the-1-clubfws/mycompany/


Sharan Hegde:
Instagram: https://www.instagram.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95
Twitter: https://twitter.com/financewsharan
 

Radhika Gupta:
Instagram: https://www.instagram.com/iamradhikagupta
Linkedin: https://www.linkedin.com/in/radhikagupta2
Twitter: https://x.com/iradhikagupta


Edelweiss Mutual Fund 
Instagram: https://www.instagram.com/edelweissmutualfund
Linkedin: https://www.linkedin.com/company/edelweiss-amc/


—-


Listen to us on Spotify:
https://podcasters.spotify.com/pod/sh...



Join me for an enlightening conversation with the remarkable Radhika Gupta, CEO of Edelweiss Asset Management. With extensive experience in finance and leadership, she's reshaping the landscape of asset management in India.

In this episode, we explore a myriad of captivating topics:
🌟 Radhika's strategic vision in navigating the complexities of asset management
💼 Insights into her investment psychology
🤝 How she forged valuable connections and secured mentorship opportunities
🚀 Innovative solutions Edelweiss Asset Management brings to the financial industry
📱 Addressing common challenges in asset management and investment
💰 Radhika's personal investment strategies and insights into financial planning

Whether you're an entrepreneur or a curious learner, this video is bound to offer invaluable insights. Don't miss out—dive in now and join the conversation in the comments below. Let's break barriers and inspire each other! 🗣️👇🏻

Disclaimer: This video is for educational purposes only.



Timestamps - 

 [0:00] : Highlights
[1:57] : Growth of Edelweiss Asset management
[2:09] : Radhika’s Personal Investments & Portfolio
[4:56] :  Radhika’s Opinion on Rent Vs Buy
[7:07] : How to Pick Mutual Funds
[11:24] : Edelweiss’s Investment Strategy/ Upcoming Sectors for investments
[14:40] : Income Inequality in India/ India’s Income Gap
[18:00] : Radhika on Finfluencers 
[20:27] : Reality of Financial Services / 
[21:08] : Radhika’s Financial Mistakes
[22:24] : Meaning of Life according to Radhika/ Radhika’s Meaning of Life
[23:09] : The End




#financewithsharan #finance #sharan",2024-04-20,338817,7718,371,SylgTmxFGp0
43,Smokers vs Insurance #financewithsharan #shorts,"What happens when you start smoking 🚬 after buying insurance?

@uncoverwithabhishek from OneInsure answers this question on the latest episode on our YouTube channel. 

Hope you’ve watched it.",2024-04-17,2607075,76634,211,XhMK4C3oHR8
44,Unfiltered Conversation About Financial Independence #financewithsharan #shorts,,2024-04-15,7438711,251222,1175,9jJVH_jDJJo
45,Can He Become Financially Independent With ₹3 Lakhs Expenses?,"Register for my Retire Early Masterclass: https://bit.ly/4aTyBYA

Subscribe to The 1% Club YouTube channel:

https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR

Join The 1% Club: https://bit.ly/3UgUhYY

--

Subscribe:

The 1% Club:
YouTube : https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR
Instagram: https://www.instagram.com/onepercentclub/
Linkedin: https://www.linkedin.com/school/the-1-clubfws/mycompany/


Sharan Hegde:
Instagram: https://www.instagram.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95
Twitter: https://twitter.com/financewsharan


Abhishek Singh:
Instagram: https://www.instagram.com/uncoverwithabhishek/
LinkedIn: https://www.linkedin.com/in/abhishek-singh-68a8a617/

--

Listen to us on Spotify:
https://podcasters.spotify.com/pod/show/sharan-hegde6/

--

Welcome to the first episode of The 1% Unfiltered - where we answer unfiltered finance questions of your life. 

In today’s episode we have Mr. Abhishek Singh of One Insurance - with 21 years of experience in insurance industry and a personal finance expert as well. 

Watch the full video and let me know your thoughts in the comment section below.

--

Timestamp:
[0:00] : Highlight
[0:45] : Introduction
[1:15] : What is the right amount needed for retirement?
[10:18] : What happens to Term Insurance if I start smoking?
[15:28] : How much money will I need if I want to retire by 40?


--


Sharan Hegde is a personal finance expert who has been featured in Forbes, Economic Times, Mint, Times of India and many more. He is the Founder of The 1% Club, India's biggest finance community which helps people achieve financial independence. 




#financewithsharan #finance #sharanhegde",2024-04-13,393447,8935,442,_GmmPOvvVyU
46,Solving Cab Issues #financewithsharan #shorts,"How do you disrupt a cluttered industry with multiple giants? 🚘 

Well, BluSmart is the perfect example of it. 

👉🏻 The most important thing they did to set themselves apart from the competition was to understand the drivers’ pain points.

They figured out that it’s important for them to remain debt-free so that they can enjoy the money they earn. 

More importantly, BluSmart made sure that they weren’t overburdened and remained stress-free which could lead to better customer experiences.

Amazing, right? 💯

➡️ If you want to know more such mind-boggling business insights from the startup world, check out my recent podcast with Mr. @punitkgoyal, Co-founder of @blusmartindia , on my YouTube channel.

#financewithsharan",2024-04-10,231726,5453,21,BmhcbA9JyRA
47,Solving Bangalore Traffic Issues #financewithsharan #shorts,"Is this the only way to solve Bangalore traffic problems? Comment down below. 

I sat down with Mr. Punit Goyal, co-founder of BluSmart, the trailblazing eMobility RideHailing service and EV Charging Infrastructure network in India. 

With a wealth of experience spanning the clean mobility and clean energy sectors, he’s a true standout in the industry! 🚗⚡

Check out the link in my bio for the full episode. 



#financewithsharan",2024-04-06,577242,15255,418,L_vQeEQXQlQ
48,Mentorship Journey With Kumaran Birla #financewithsharan #shorts,"If you hear electric cabs, you've probably heard of BluSmart. 

I sat down with Mr. @punitkgoyal , co-founder of BluSmart, the trailblazing eMobility RideHailing service and EV Charging Infrastructure network in India. 


Full video is out on my YouTube channel. The link is in my bio. 


#financewithsharan",2024-04-05,56040,2813,12,hZxznXHDC_I
49,How He Went From ₹0 To ₹1000+ Crores? | The 1% Club Show | Ep 18,"Register for my Retire Early Masterclass: https://bit.ly/3TNn3yS


Subscribe to The 1% Club YouTube channel:

https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR


Join The 1% Club: https://bit.ly/4aCFEEL


--

Subscribe:

The 1% Club:
YouTube : https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR
Instagram: https://www.instagram.com/onepercentclub/
Linkedin: https://www.linkedin.com/school/the-1-clubfws/mycompany/


Sharan Hegde:
Instagram: https://www.instagram.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95
Twitter: https://twitter.com/financewsharan


Punit Goyal:
Instagram: https://www.instagram.com/punitkgoyal/
LinkedIn: https://www.linkedin.com/in/punitg/


--

Listen to us on Spotify:
https://podcasters.spotify.com/pod/show/sharan-hegde6/

--

Join me for an eye-opening discussion with the extraordinary Mr. Punit Goyal, co-founder of BluSmart, the trailblazing eMobility RideHailing service and EV Charging Infrastructure network in India. With a wealth of experience spanning the clean mobility and clean energy sectors, he's a true standout in the industry! 🚗⚡

In today's episode, we uncover a multitude of fascinating topics:

🏆 Punit's strategic approach to competing with giants like Ola & Uber
💼 Insights into his first venture, including successes and failures
🤝 How he connected with Kumar Mangalam Birla, securing invaluable mentorship
🚀 BluSmart's innovative solutions for driver and car issues in the mobility industry
📱 Addressing common challenges in consumer cab booking
💰 Punit's personal salary and investment strategies


Entrepreneurs and eager learners, get ready for a wild ride! 🚀 This video is packed with priceless insights. Dive in now and share your thoughts in the comments below. Let's spark a conversation that breaks barriers! 🗣️👇🏻

Disclaimer: This video is for educational purposes only.

------------------------------------------------------

Timeline 

[0:00] : Highlights
[0:25] : Strategic Approach in Competing with Ola & Uber
[4:17] : First Business, Revenue, and Lessons from Failure
[8:00] : Mentorship Journey with Kumaran Birla
[10:30] : Solving Car & Driver Challenges in Mobility Industry
[14:44] : Tackling Consumer Cab Booking Issues
[18:50] : Solving Bangalore's traffic problem
[20:50] : Electric Vehicles & Charging Station Solutions
[24:50] : Investment in Charging Infrastructure & Returns
[26:00] : Mobility Industry Opportunities
[28:00] : Punit's Salary & Investment Approach
[29:54] : Entrepreneurial Advice
[30:18] : BluSmart's IPO Plans

-------------------------------------------------------------

Sharan Hegde is a personal finance expert who has been featured in Forbes, Economic Times, Mint, Times of India and many more. He is the Founder of The 1% Club, India's biggest finance community which helps people achieve financial independence. 




#financewithsharan #finance #sharanhegde",2024-04-04,80925,1978,80,EiHpB4DnevU
50,Anupam Mittal On Dating App Business #financewithsharan #shorts,"Dating apps - no money to be made? What do you think?

@anupammittal.me sharing his thoughts. 

#onepercentclubshow",2024-04-01,125797,4373,26,RplolBI03Mk
51,Never Invest In Money Doubling Schemes #financewithsharan #shorts,"If you've ever stumbled upon an investment scheme promising crazy returns with little to no risk, pause and take a step back. 🚫💸

Falling for fake investment schemes can lead to a lot of losses. 

It's crucial to do your due diligence and verify the legitimacy of any investment opportunity. 

Share this video with your friends and family and help them keep their money safe too! 

#InvestWisely #FinancialAwareness #ScamAlert #DueDiligence #ProtectYourInvestment #Ad #Gyaansedhyaanse",2024-03-31,90581,3328,33,lVCDFq2e9a4
52,Anupam Mittal’s Real Estate Investment #financewithsharan #shorts,"Podcast with the coolest Shark on @sharktank.india - Mr. @anupammittal.me - as we unravel his extraordinary and fearless journey towards entrepreneurship.

In today’s episode, we delved into intriguing topics:

💰 How he became a multi-millionaire in his early 20s in America
💸 Anupam’s personal investment portfolio
🏠 Anupam’s thoughts on Indian Real Estate Investment
🤔 Mindset for investing in the Indian market
💕 Is Anupam considering starting a dating app?
💼 What will Anupam do with his last 5 lakhs today?

Watch the full episode and share your thoughts in the comments !! 


Disclaimer : Not an investment advice



#financewithsharan #sharktankindia #anupammittalsharktankindia",2024-03-30,672325,27590,218,ekCqTvvMl3s
53,"Anupam Mittal: Multi Millionaire In 20s, Dating Apps, Shark Tank India | The 1% Club Show | Ep 17","Register for my Retire Early Masterclass: https://bit.ly/4cAGK5G

Subscribe to The 1% Club YouTube channel:

https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR

Join The 1% Club: https://bit.ly/43FM5Vu 


--

Subscribe:

The 1% Club:
YouTube : https://youtube.com/@onepercentclub12?si=JIoGypTjYexP_feR
Instagram: https://www.instagram.com/onepercentclub/
Linkedin: https://www.linkedin.com/school/the-1-clubfws/mycompany/


Sharan Hegde:
Instagram: https://www.instagram.com/financewithsharan
LinkedIn: https://www.linkedin.com/in/sharanhegde95
Twitter: https://twitter.com/financewsharan


Anupam Mittal:
Instagram: https://www.instagram.com/anupammittal.me 
LinkedIn: https://www.linkedin.com/in/anupammittal007


--

Listen to us on Spotify:
https://podcasters.spotify.com/pod/show/sharan-hegde6/

--

Join me for an in-depth conversation with the coolest Shark on Shark Tank India - Mr. Anupam Mittal, as we unravel his extraordinary and fearless journey towards entrepreneurship.

In today's episode, we delved into a plethora of intriguing topics:

💰 How he became a multi-millionaire in his early 20s in America
💸 Anupam's personal investment portfolio
🏠 Anupam's thoughts on Indian Real Estate Investment
🤔 Mindset for investing in the Indian market
💕 Is Anupam considering starting a dating app?
💼 What will Anupam do with 5 lakhs today?

Get ready for an enlightening discussion! 🚀

Watch the full episode and share your thoughts in the comments below. Don't miss out on this opportunity to gain valuable insights from a seasoned entrepreneur like Anupam Mittal! Join the conversation now! 🗣️👇🏻

Disclaimer: This video is for educational purposes only.

------------------------------------------------------

Timeline:

[0:00] - Highlight
[0:50] - Introduction
[1:22] - A Day in Anupam's Life
[3:05] - First Job in America & Salary
[4:30] - Becoming a Multi-Millionaire in Early 20s in America
[7:44] - Multi-Millionaire Lifestyle
[8:37] - Facing Loss in Dotcom Crash & Attitude
[11:10] - Starting Shaadi.com & Domain Purchase
[13:35] - Untold Story Of Lehman Brothers' Impact
[17:15] - Attitude Towards Wealth Creation
[18:20] - Personal Investment Portfolio
[19:14] - Thoughts on Indian Real Estate Investment
[23:27] - Sad Reality Of Mutual Fund Investors
[24:35] - Mindset for Indian Market Investment
[26:15] - Did Anupam Miss Out On Dating App Business?
[28:05] - Significance of Marriage
[29:24] - Sharan's Shark Tank Pitch for The 1% Club
[30:45] - What Will Anupam Do With 5 Lakhs Today?


-------------------------------------------------------------


Sharan Hegde is a personal finance expert who has been featured in Forbes, Economic Times, Mint, Times of India and many more. He is the Founder of The 1% Club, India's biggest finance community which helps people achieve financial independence. 




#financewithsharan #finance #sharanhegde",2024-03-29,507166,11172,412,nt5mknR6YZ0
